campaign_id,date,revenue,spend,clicks,impressions,conversion,campaign_type,daily_budget,campaign_name
566560838,03-07-2024,0,113.08,240,12473,0,Search,10,Search_TM_Campaign_02
566560838,04-07-2024,0,109.67,211,9907,0,Search,10,Search_TM_Campaign_02
566560838,05-07-2024,0,259.05,447,13872,0,Search,10,Search_TM_Campaign_02
566560838,06-07-2024,0,104.54,243,10723,0,Search,10,Search_TM_Campaign_02
566560838,07-07-2024,0,132.8,276,11171,0,Search,10,Search_TM_Campaign_02
566560838,08-07-2024,0,142.49,303,12900,0,Search,10,Search_TM_Campaign_02
566560838,09-07-2024,0,125.88,276,12856,0,Search,10,Search_TM_Campaign_02
566560838,10-07-2024,0,139.71,290,12524,0,Search,10,Search_TM_Campaign_02
566560838,11-07-2024,0,153.68,299,13405,0,Search,10,Search_TM_Campaign_02
566560838,12-07-2024,0,125.31,268,12720,0,Search,10,Search_TM_Campaign_02
566560838,13-07-2024,0,103.39,225,10126,0,Search,10,Search_TM_Campaign_02
566560838,14-07-2024,0,110.23,231,10296,0,Search,10,Search_TM_Campaign_02
566560838,15-07-2024,0,131.81,284,11972,0,Search,10,Search_TM_Campaign_02
566560838,16-07-2024,0,109.3,259,11739,0,Search,10,Search_TM_Campaign_02
566560838,17-07-2024,0,121.51,283,11134,0,Search,10,Search_TM_Campaign_02
566560838,18-07-2024,0,126.69,268,12964,0,Search,10,Search_TM_Campaign_02
566560838,19-07-2024,0,146.97,304,13215,0,Search,10,Search_TM_Campaign_02
566560838,20-07-2024,0,139.28,303,11985,0,Search,10,Search_TM_Campaign_02
566560838,21-07-2024,0,119.29,265,12048,0,Search,10,Search_TM_Campaign_02
566560838,22-07-2024,0,159.46,330,15065,0,Search,10,Search_TM_Campaign_02
566560838,23-07-2024,0,168.55,361,15673,0,Search,10,Search_TM_Campaign_02
566560838,24-07-2024,0,160.69,337,15651,0,Search,10,Search_TM_Campaign_02
566560838,25-07-2024,0,156.09,340,16207,0,Search,10,Search_TM_Campaign_02
566560838,26-07-2024,0,155.2,336,15709,0,Search,10,Search_TM_Campaign_02
566560838,27-07-2024,0,120.12,258,13273,0,Search,10,Search_TM_Campaign_02
566560838,28-07-2024,0,130.35,290,12194,0,Search,10,Search_TM_Campaign_02
566560838,29-07-2024,0,153.81,345,15046,0,Search,10,Search_TM_Campaign_02
566560838,30-07-2024,0,171.29,359,15129,0,Search,10,Search_TM_Campaign_02
566560838,31-07-2024,0,180.77,367,14742,0,Search,10,Search_TM_Campaign_02
566560838,01-08-2024,0,165.17,341,15130,0,Search,10,Search_TM_Campaign_02
566560838,02-08-2024,0,176.41,367,15681,0,Search,10,Search_TM_Campaign_02
566560838,03-08-2024,0,132.14,277,12896,0,Search,10,Search_TM_Campaign_02
566560838,04-08-2024,0,135.06,285,13153,0,Search,10,Search_TM_Campaign_02
566560838,05-08-2024,0,176.9,358,15510,0,Search,10,Search_TM_Campaign_02
566560838,06-08-2024,0,190.69,394,15815,0,Search,10,Search_TM_Campaign_02
566560838,07-08-2024,0,161.11,339,14525,0,Search,10,Search_TM_Campaign_02
566560838,08-08-2024,0,213.57,415,16171,0,Search,10,Search_TM_Campaign_02
566560838,09-08-2024,0,224.44,423,16571,0,Search,10,Search_TM_Campaign_02
566560838,10-08-2024,0,167.3,340,13755,0,Search,10,Search_TM_Campaign_02
566560838,11-08-2024,0,139.24,320,12902,0,Search,10,Search_TM_Campaign_02
566560838,12-08-2024,0,183.22,401,17340,0,Search,10,Search_TM_Campaign_02
566560838,13-08-2024,0,207.96,432,16628,0,Search,10,Search_TM_Campaign_02
566560838,14-08-2024,0,185.5,413,17570,0,Search,10,Search_TM_Campaign_02
566560838,15-08-2024,0,154.7,357,17270,0,Search,10,Search_TM_Campaign_02
566560838,16-08-2024,0,151.73,355,16403,0,Search,10,Search_TM_Campaign_02
566560838,17-08-2024,0,139.82,329,14640,0,Search,10,Search_TM_Campaign_02
566560838,18-08-2024,0,158.29,349,15002,0,Search,10,Search_TM_Campaign_02
566560838,19-08-2024,0,171.07,389,19154,0,Search,10,Search_TM_Campaign_02
566560838,20-08-2024,0,174.81,403,20034,0,Search,10,Search_TM_Campaign_02
566560838,21-08-2024,0,162.1,387,18880,0,Search,10,Search_TM_Campaign_02
566560838,22-08-2024,0,173.35,417,19293,0,Search,10,Search_TM_Campaign_02
566560838,23-08-2024,0,173.22,395,17352,0,Search,10,Search_TM_Campaign_02
566560838,24-08-2024,0,191.37,414,16133,0,Search,10,Search_TM_Campaign_02
566560838,25-08-2024,0,163.36,359,15321,0,Search,10,Search_TM_Campaign_02
566560838,26-08-2024,0,16.72,56,990,0,Search,10,Search_TM_Campaign_02
566560838,27-08-2024,0,5.48,28,170,0,Search,10,Search_TM_Campaign_02
566560838,28-08-2024,0,4.39,29,151,0,Search,10,Search_TM_Campaign_02
566560838,29-08-2024,0,3.56,26,131,0,Search,10,Search_TM_Campaign_02
566560838,30-08-2024,0,4.06,29,191,0,Search,10,Search_TM_Campaign_02
566560838,31-08-2024,213,5.33,31,120,2,Search,10,Search_TM_Campaign_02
566560838,01-09-2024,0,4.21,30,119,0,Search,10,Search_TM_Campaign_02
566560838,02-09-2024,0,4.22,23,104,0,Search,10,Search_TM_Campaign_02
566560838,03-09-2024,0,8.51,45,125,0,Search,10,Search_TM_Campaign_02
566560838,04-09-2024,0,4.87,26,117,0,Search,10,Search_TM_Campaign_02
566560838,05-09-2024,0,6.43,37,120,0,Search,10,Search_TM_Campaign_02
566560838,06-09-2024,0,5.96,32,113,0,Search,10,Search_TM_Campaign_02
566560838,07-09-2024,0,6.24,35,136,0,Search,10,Search_TM_Campaign_02
566560838,08-09-2024,151.59,5.24,29,118,1,Search,10,Search_TM_Campaign_02
566560838,09-09-2024,0,6.53,37,161,0,Search,10,Search_TM_Campaign_02
566560838,10-09-2024,0,4.02,22,146,0,Search,10,Search_TM_Campaign_02
566560838,11-09-2024,0,7.07,37,138,0,Search,10,Search_TM_Campaign_02
566560838,12-09-2024,106.37,4.58,24,123,1,Search,10,Search_TM_Campaign_02
566560838,13-09-2024,0,4.43,28,127,0,Search,10,Search_TM_Campaign_02
566560838,14-09-2024,216.05,8.24,48,160,3,Search,10,Search_TM_Campaign_02
566560838,15-09-2024,210.26,4.16,26,124,1,Search,10,Search_TM_Campaign_02
566560838,16-09-2024,0,5.22,32,166,0,Search,10,Search_TM_Campaign_02
566560838,17-09-2024,546.92,7.22,35,166,3,Search,10,Search_TM_Campaign_02
566560838,18-09-2024,0,5.78,29,130,0,Search,10,Search_TM_Campaign_02
566560838,19-09-2024,25,7.82,43,157,1,Search,10,Search_TM_Campaign_02
566560838,20-09-2024,213.25,12.05,34,123,1,Search,10,Search_TM_Campaign_02
566560838,21-09-2024,0,5.02,23,102,0,Search,10,Search_TM_Campaign_02
566560838,22-09-2024,43.45,6.85,24,123,1,Search,10,Search_TM_Campaign_02
566560838,23-09-2024,103.58,12.14,46,191,1,Search,10,Search_TM_Campaign_02
566560838,24-09-2024,0,9.16,30,129,0,Search,10,Search_TM_Campaign_02
566560838,25-09-2024,0,7.17,25,180,0,Search,10,Search_TM_Campaign_02
566560838,26-09-2024,154.3,8.14,25,106,2,Search,10,Search_TM_Campaign_02
566560838,27-09-2024,0,4.14,23,127,0,Search,10,Search_TM_Campaign_02
566560838,28-09-2024,84.22,3.12,21,135,1,Search,10,Search_TM_Campaign_02
566560838,29-09-2024,228.2,5.31,36,139,3,Search,10,Search_TM_Campaign_02
566560838,30-09-2024,111.36,9.07,40,175,1,Search,10,Search_TM_Campaign_02
566560838,01-10-2024,0,10.43,46,139,0,Search,10,Search_TM_Campaign_02
566560838,02-10-2024,131.75,7.02,31,136,1,Search,10,Search_TM_Campaign_02
566560838,03-10-2024,0,4.75,26,136,0,Search,10,Search_TM_Campaign_02
566560838,04-10-2024,149.14,7.22,36,142,1,Search,10,Search_TM_Campaign_02
566560838,05-10-2024,169.86,4.6,25,125,1,Search,10,Search_TM_Campaign_02
566560838,06-10-2024,45.37,7.6,32,127,1,Search,10,Search_TM_Campaign_02
566560838,07-10-2024,389.97,11.22,48,177,2,Search,10,Search_TM_Campaign_02
566560838,08-10-2024,0,11.47,44,175,0,Search,10,Search_TM_Campaign_02
566560838,09-10-2024,0,7.67,40,127,0,Search,10,Search_TM_Campaign_02
566560838,10-10-2024,346.72,7.18,41,134,3,Search,10,Search_TM_Campaign_02
566560838,11-10-2024,385,5.63,36,146,2,Search,10,Search_TM_Campaign_02
566560838,12-10-2024,133,11.07,43,147,1,Search,10,Search_TM_Campaign_02
566560838,13-10-2024,46.99,10.28,46,118,1,Search,10,Search_TM_Campaign_02
566560838,14-10-2024,172.5,10.22,43,161,2,Search,10,Search_TM_Campaign_02
566560838,15-10-2024,526.07,10.06,42,159,2,Search,10,Search_TM_Campaign_02
566560838,16-10-2024,72.99,7.53,38,160,1,Search,10,Search_TM_Campaign_02
566560838,17-10-2024,175.7,9.23,42,140,2,Search,10,Search_TM_Campaign_02
566560838,18-10-2024,255.14,9.28,48,164,2,Search,10,Search_TM_Campaign_02
566560838,19-10-2024,155.07,8.13,47,164,2,Search,10,Search_TM_Campaign_02
566560838,20-10-2024,0,8.12,41,148,0,Search,10,Search_TM_Campaign_02
566560838,21-10-2024,120.37,9.74,45,192,1,Search,10,Search_TM_Campaign_02
566560838,22-10-2024,541.48,10.58,43,184,3,Search,10,Search_TM_Campaign_02
566560838,23-10-2024,845.5,8.1,36,141,3,Search,10,Search_TM_Campaign_02
566560838,24-10-2024,200,7.82,40,171,2,Search,10,Search_TM_Campaign_02
566560838,25-10-2024,1249.31,10.42,48,166,3,Search,10,Search_TM_Campaign_02
566560838,26-10-2024,29.95,10.21,46,153,1,Search,10,Search_TM_Campaign_02
566560838,27-10-2024,620.32,13.71,55,185,4,Search,10,Search_TM_Campaign_02
566560838,28-10-2024,695.83,13.95,59,267,5,Search,10,Search_TM_Campaign_02
566560838,29-10-2024,86.86,12.8,44,151,1,Search,10,Search_TM_Campaign_02
566560838,30-10-2024,311.05,8.51,43,151,3,Search,10,Search_TM_Campaign_02
566560838,31-10-2024,213,6.37,31,128,1,Search,10,Search_TM_Campaign_02
566560838,01-11-2024,457.47,8.16,45,187,4,Search,10,Search_TM_Campaign_02
566560838,02-11-2024,43.54,11.38,65,208,1,Search,10,Search_TM_Campaign_02
566560838,03-11-2024,232.11,14.16,74,259,3,Search,10,Search_TM_Campaign_02
566560838,04-11-2024,316.23,12.05,58,244,5,Search,10,Search_TM_Campaign_02
566560838,05-11-2024,404.83,8.3,46,180,4,Search,10,Search_TM_Campaign_02
566560838,06-11-2024,587.88,10.48,51,225,3,Search,10,Search_TM_Campaign_02
566560838,07-11-2024,85.56,12.83,55,261,2,Search,10,Search_TM_Campaign_02
566560838,08-11-2024,610.45,9.43,58,262,7,Search,10,Search_TM_Campaign_02
566560838,09-11-2024,431.71,15.52,76,274,4,Search,10,Search_TM_Campaign_02
566560838,10-11-2024,100,20.22,87,322,1,Search,10,Search_TM_Campaign_02
566560838,11-11-2024,745.81,17.35,76,326,7,Search,10,Search_TM_Campaign_02
566560838,12-11-2024,605.85,20.33,75,281,5,Search,10,Search_TM_Campaign_02
566560838,13-11-2024,537.94,17.26,86,315,6,Search,10,Search_TM_Campaign_02
566560838,14-11-2024,420.32,16.87,83,311,4,Search,10,Search_TM_Campaign_02
566560838,15-11-2024,1667.85,22.36,92,344,8,Search,10,Search_TM_Campaign_02
566560838,16-11-2024,614.87,19.67,94,370,6,Search,10,Search_TM_Campaign_02
566560838,17-11-2024,382.32,13.87,85,286,5,Search,10,Search_TM_Campaign_02
566560838,18-11-2024,1663.34,21.16,101,366,7,Search,10,Search_TM_Campaign_02
566560838,19-11-2024,2175.73,27.05,104,335,17,Search,10,Search_TM_Campaign_02
566560838,20-11-2024,1627.26,19.59,93,379,10,Search,10,Search_TM_Campaign_02
566560838,21-11-2024,1271.01,17.94,101,361,4,Search,10,Search_TM_Campaign_02
566560838,22-11-2024,1518.34,19.71,100,313,15,Search,10,Search_TM_Campaign_02
566560838,23-11-2024,2494.63,23.21,117,366,23,Search,10,Search_TM_Campaign_02
566560838,24-11-2024,808.95,30.43,139,487,7,Search,10,Search_TM_Campaign_02
566560838,25-11-2024,695.36,39.1,142,502,8,Search,10,Search_TM_Campaign_02
566560838,26-11-2024,1234.87,45.66,156,415,11,Search,10,Search_TM_Campaign_02
566560838,27-11-2024,1822.82,41.63,139,426,13,Search,10,Search_TM_Campaign_02
566560838,28-11-2024,1163.34,38.24,151,496,12,Search,10,Search_TM_Campaign_02
566560838,29-11-2024,1734.2,50.26,188,548,18,Search,10,Search_TM_Campaign_02
566560838,30-11-2024,853.29,43.99,168,488,12,Search,10,Search_TM_Campaign_02
566560838,01-12-2024,1715.4,50.15,182,525,19,Search,10,Search_TM_Campaign_02
566560838,02-12-2024,2555.7,51.17,178,535,11,Search,10,Search_TM_Campaign_02
566560838,03-12-2024,738.6,43.7,169,511,9,Search,10,Search_TM_Campaign_02
566560838,04-12-2024,1108.05,41.54,164,529,12,Search,10,Search_TM_Campaign_02
566560838,05-12-2024,2379.23,54.42,208,604,27,Search,10,Search_TM_Campaign_02
566560838,06-12-2024,2711.45,48.37,193,592,25,Search,10,Search_TM_Campaign_02
566560838,07-12-2024,2793.79,47.78,201,640,16,Search,10,Search_TM_Campaign_02
566560838,08-12-2024,2403.59,44,209,573,26,Search,10,Search_TM_Campaign_02
566560838,09-12-2024,1128.94,40.65,171,604,9,Search,10,Search_TM_Campaign_02
566560838,10-12-2024,903.22,38.68,182,616,8,Search,10,Search_TM_Campaign_02
566560838,11-12-2024,2651.01,40.19,189,575,15,Search,10,Search_TM_Campaign_02
566560838,12-12-2024,929.15,31.36,161,541,10,Search,10,Search_TM_Campaign_02
566560838,13-12-2024,642.68,35.07,178,632,7,Search,10,Search_TM_Campaign_02
566560838,14-12-2024,2452.98,33.02,181,553,14,Search,10,Search_TM_Campaign_02
566560838,15-12-2024,2292.23,31.61,179,568,12,Search,10,Search_TM_Campaign_02
566560838,16-12-2024,1812.44,35.68,178,639,11,Search,10,Search_TM_Campaign_02
566560838,17-12-2024,984.08,30.32,148,595,8,Search,10,Search_TM_Campaign_02
566560838,18-12-2024,318.16,22.72,117,419,2,Search,10,Search_TM_Campaign_02
566560838,19-12-2024,629.9,20.74,120,455,6,Search,10,Search_TM_Campaign_02
566560838,20-12-2024,1637.83,16.91,108,446,13,Search,10,Search_TM_Campaign_02
566560838,21-12-2024,899.16,17.2,108,473,7,Search,10,Search_TM_Campaign_02
566560838,22-12-2024,410.41,16.2,101,438,4,Search,10,Search_TM_Campaign_02
566560838,23-12-2024,200,16.66,100,484,2,Search,10,Search_TM_Campaign_02
566560838,24-12-2024,310,14.1,82,393,2,Search,10,Search_TM_Campaign_02
566560838,25-12-2024,376.28,19.39,131,593,4,Search,10,Search_TM_Campaign_02
566560838,26-12-2024,1783.71,26.35,139,539,13,Search,10,Search_TM_Campaign_02
566560838,27-12-2024,225,16.57,91,381,1,Search,10,Search_TM_Campaign_02
566560838,28-12-2024,183.45,21.51,117,426,3,Search,10,Search_TM_Campaign_02
566560838,29-12-2024,122.74,14.71,78,309,1,Search,10,Search_TM_Campaign_02
566560838,30-12-2024,115.08,13.47,75,287,2,Search,10,Search_TM_Campaign_02
566560838,31-12-2024,0,6.54,42,253,0,Search,10,Search_TM_Campaign_02
566560838,01-01-2025,59.99,8.48,54,230,1,Search,10,Search_TM_Campaign_02
566560838,02-01-2025,50,9.31,61,282,1,Search,10,Search_TM_Campaign_02
566560838,03-01-2025,92.4,14.84,71,226,2,Search,10,Search_TM_Campaign_02
566560838,04-01-2025,101.68,7.55,49,204,2,Search,10,Search_TM_Campaign_02
566560838,05-01-2025,66.45,6.49,37,158,1,Search,10,Search_TM_Campaign_02
566560838,06-01-2025,0,7.85,40,161,0,Search,10,Search_TM_Campaign_02
566560838,07-01-2025,0,10.59,49,175,0,Search,10,Search_TM_Campaign_02
566560838,08-01-2025,91.04,11.82,56,194,1,Search,10,Search_TM_Campaign_02
566560838,09-01-2025,249.33,6.11,32,144,1,Search,10,Search_TM_Campaign_02
566560838,10-01-2025,0,6.07,37,146,0,Search,10,Search_TM_Campaign_02
566560838,11-01-2025,913.78,5.71,33,150,1,Search,10,Search_TM_Campaign_02
566560838,12-01-2025,0,8.38,43,141,0,Search,10,Search_TM_Campaign_02
566560838,13-01-2025,0,7.69,40,180,0,Search,10,Search_TM_Campaign_02
566560838,14-01-2025,0,5.28,25,135,0,Search,10,Search_TM_Campaign_02
566560838,15-01-2025,255,7.3,37,165,1,Search,10,Search_TM_Campaign_02
566560838,16-01-2025,141.32,13.83,46,185,3,Search,10,Search_TM_Campaign_02
566560838,17-01-2025,179.91,12.02,43,158,2,Search,10,Search_TM_Campaign_02
566560838,18-01-2025,0,9.16,35,136,0,Search,10,Search_TM_Campaign_02
566560838,19-01-2025,148.34,6.53,35,139,2,Search,10,Search_TM_Campaign_02
566560838,20-01-2025,0,12.34,46,168,0,Search,10,Search_TM_Campaign_02
566560838,21-01-2025,79.47,9.54,31,312,1,Search,10,Search_TM_Campaign_02
566560838,22-01-2025,2675.46,12.93,41,457,15,Search,10,Search_TM_Campaign_02
566560838,23-01-2025,0,8.82,36,232,0,Search,10,Search_TM_Campaign_02
566560838,24-01-2025,155.63,9.36,36,334,4,Search,10,Search_TM_Campaign_02
566560838,25-01-2025,54.43,12.5,49,157,1,Search,10,Search_TM_Campaign_02
566560838,26-01-2025,841.74,11.37,37,129,5,Search,10,Search_TM_Campaign_02
566560838,27-01-2025,116.88,13.05,39,128,1,Search,10,Search_TM_Campaign_02
566560838,28-01-2025,0,14.49,40,136,0,Search,10,Search_TM_Campaign_02
566560838,29-01-2025,320.37,14.62,39,145,2,Search,10,Search_TM_Campaign_02
566560838,30-01-2025,381.27,8.89,28,120,3,Search,10,Search_TM_Campaign_02
566560838,31-01-2025,46.63,12.85,44,127,1,Search,10,Search_TM_Campaign_02
566560838,01-02-2025,387.9,5.29,29,134,2,Search,10,Search_TM_Campaign_02
566560838,02-02-2025,207.28,8.68,48,154,3,Search,10,Search_TM_Campaign_02
566560838,03-02-2025,114.33,10.32,44,138,1,Search,10,Search_TM_Campaign_02
566560838,04-02-2025,364.05,10.58,36,114,4,Search,10,Search_TM_Campaign_02
566560838,05-02-2025,53.39,8.66,41,145,1,Search,10,Search_TM_Campaign_02
566560838,06-02-2025,0,6.83,28,79,0,Search,10,Search_TM_Campaign_02
566560838,07-02-2025,101,8.08,29,97,1,Search,10,Search_TM_Campaign_02
566560838,08-02-2025,257.49,5.98,30,102,2,Search,10,Search_TM_Campaign_02
566560838,09-02-2025,128,4.32,20,71,1,Search,10,Search_TM_Campaign_02
566560838,10-02-2025,100,5.78,20,69,1,Search,10,Search_TM_Campaign_02
566560838,11-02-2025,832.4,10.06,31,94,8,Search,10,Search_TM_Campaign_02
566560838,12-02-2025,218.96,9.24,32,94,4,Search,10,Search_TM_Campaign_02
566560838,13-02-2025,0,1.4,5,24,0,Search,10,Search_TM_Campaign_02
566560838,14-02-2025,65.79,2.59,6,18,1,Search,10,Search_TM_Campaign_02
566560838,15-02-2025,0,0.96,6,23,0,Search,10,Search_TM_Campaign_02
566560838,16-02-2025,0,0.12,2,5,0,Search,10,Search_TM_Campaign_02
566560838,17-02-2025,0,0.25,3,9,0,Search,10,Search_TM_Campaign_02
566560838,18-02-2025,0,0,0,3,0,Search,10,Search_TM_Campaign_02
566560838,19-02-2025,0,0,0,6,0,Search,10,Search_TM_Campaign_02
566560838,21-02-2025,0,0,0,3,0,Search,10,Search_TM_Campaign_02
566560838,22-02-2025,0,0.27,1,1,0,Search,10,Search_TM_Campaign_02
566560838,23-02-2025,0,0,0,1,0,Search,10,Search_TM_Campaign_02
566560838,25-02-2025,0,0.05,1,1,0,Search,10,Search_TM_Campaign_02
566560838,27-02-2025,0,0,0,0,0,Search,10,Search_TM_Campaign_02
566560838,28-02-2025,0,0.41,2,4,0,Search,10,Search_TM_Campaign_02
566560838,01-03-2025,0,0.26,1,8,0,Search,10,Search_TM_Campaign_02
566560838,03-03-2025,0,0,0,0,0,Search,10,Search_TM_Campaign_02
566560838,05-03-2025,1136,0.88,2,2,2,Search,10,Search_TM_Campaign_02
566560838,07-03-2025,0,0,0,0,0,Search,10,Search_TM_Campaign_02
566560838,08-03-2025,0,0.1,2,3,0,Search,10,Search_TM_Campaign_02
566560838,09-03-2025,0,2.77,15,35,0,Search,10,Search_TM_Campaign_02
566560838,10-03-2025,0,1.29,7,34,0,Search,10,Search_TM_Campaign_02
566560838,11-03-2025,0,0.77,3,12,0,Search,10,Search_TM_Campaign_02
566560838,12-03-2025,0,0,0,2,0,Search,10,Search_TM_Campaign_02
566560838,13-03-2025,0,0.4,2,8,0,Search,10,Search_TM_Campaign_02
566560838,14-03-2025,36.99,0.3,1,4,1,Search,10,Search_TM_Campaign_02
566560838,15-03-2025,0,0.97,2,5,0,Search,10,Search_TM_Campaign_02
566560838,16-03-2025,0,0,0,5,0,Search,10,Search_TM_Campaign_02
566560838,17-03-2025,564,2.15,11,65,3,Search,10,Search_TM_Campaign_02
566560838,18-03-2025,0,1.23,3,4,0,Search,10,Search_TM_Campaign_02
566560838,19-03-2025,0,0,0,1,0,Search,10,Search_TM_Campaign_02
566560838,21-03-2025,0,0.12,1,4,0,Search,10,Search_TM_Campaign_02
566560838,22-03-2025,0,0.8,2,9,0,Search,10,Search_TM_Campaign_02
566560838,23-03-2025,0,0.05,1,3,0,Search,10,Search_TM_Campaign_02
566560838,25-03-2025,0,0.55,1,6,0,Search,10,Search_TM_Campaign_02
566560838,26-03-2025,0,0.45,1,8,0,Search,10,Search_TM_Campaign_02
566560838,27-03-2025,0,0,0,2,0,Search,10,Search_TM_Campaign_02
566560838,28-03-2025,0,0.74,2,7,0,Search,10,Search_TM_Campaign_02
566560838,29-03-2025,0,0.31,3,5,0,Search,10,Search_TM_Campaign_02
566560838,30-03-2025,0,0,0,2,0,Search,10,Search_TM_Campaign_02
566560838,31-03-2025,0,0.73,3,13,0,Search,10,Search_TM_Campaign_02
566560838,01-04-2025,0,0.05,1,2,0,Search,10,Search_TM_Campaign_02
566560838,02-04-2025,55.99,0.3,4,15,1,Search,10,Search_TM_Campaign_02
566560838,03-04-2025,0,0,0,1,0,Search,10,Search_TM_Campaign_02
566560838,04-04-2025,0,0,0,4,0,Search,10,Search_TM_Campaign_02
566560838,06-04-2025,0,0,0,0,0,Search,10,Search_TM_Campaign_02
566560838,07-04-2025,0,0.53,1,3,0,Search,10,Search_TM_Campaign_02
566560838,08-04-2025,0,0,0,1,0,Search,10,Search_TM_Campaign_02
566560838,09-04-2025,0,0,0,26,0,Search,10,Search_TM_Campaign_02
566560838,10-04-2025,0,0,0,1,0,Search,10,Search_TM_Campaign_02
566560838,11-04-2025,0,0.42,3,10,0,Search,10,Search_TM_Campaign_02
566560838,12-04-2025,0,0,0,0,0,Search,10,Search_TM_Campaign_02
566560838,14-04-2025,413.23,5.74,38,156,4,Search,10,Search_TM_Campaign_02
566560838,15-04-2025,133.75,4.13,19,62,1,Search,10,Search_TM_Campaign_02
566560838,16-04-2025,108.88,1.7,4,11,1,Search,10,Search_TM_Campaign_02
566560838,17-04-2025,0,1.61,13,73,0,Search,10,Search_TM_Campaign_02
566560838,18-04-2025,0,2.48,11,70,0,Search,10,Search_TM_Campaign_02
566560838,19-04-2025,0,0.39,3,16,0,Search,10,Search_TM_Campaign_02
566560838,20-04-2025,0,0,0,15,0,Search,10,Search_TM_Campaign_02
566560838,21-04-2025,0,6.76,33,91,0,Search,10,Search_TM_Campaign_02
566560838,22-04-2025,0,0.43,1,15,0,Search,10,Search_TM_Campaign_02
566560838,23-04-2025,0,4.7,22,76,0,Search,10,Search_TM_Campaign_02
566560838,24-04-2025,163.31,1.98,16,116,1,Search,10,Search_TM_Campaign_02
566560838,25-04-2025,0,0.63,3,17,0,Search,10,Search_TM_Campaign_02
566560838,26-04-2025,0,0.13,1,1,0,Search,10,Search_TM_Campaign_02
566560838,27-04-2025,0,1.38,10,34,0,Search,10,Search_TM_Campaign_02
566560838,28-04-2025,113.99,1.66,7,40,1,Search,10,Search_TM_Campaign_02
566560838,29-04-2025,220,0.63,4,14,1,Search,10,Search_TM_Campaign_02
566560838,30-04-2025,240.8,1.76,11,55,1,Search,10,Search_TM_Campaign_02
