,campaign_id,date,cpc,cpm,ctr,reach,spend,clicks,impressions,conversion,daily_budget,campaign_name
18,1.20E+17,25-11-2024,4.863451,208.149726,19.215791,0,993.2,1599,32601,3909.99,500,Prospecting_DPA_Campaign_04
19,1.20E+17,26-11-2024,4.863448,213.307581,15.490856,0,950.91,990,19559,1385.84,500,Prospecting_DPA_Campaign_04
20,1.20E+17,27-11-2024,5.794802,220.587442,14.687484,0,956.249999,803,17227,2320.93,500,Prospecting_DPA_Campaign_04
21,1.20E+17,28-11-2024,5.351699,254.919853,14.690389,0,1018.260001,801,17395,3669.77,500,Prospecting_DPA_Campaign_04
22,1.20E+17,29-11-2024,8.873835,254.405667,14.870989,0,1028.110001,622,15020,6472.46,500,Prospecting_DPA_Campaign_04
23,1.20E+17,30-11-2024,4.236042,225.613271,12.941876,0,378.449999,298,6419,1389.26,500,Prospecting_DPA_Campaign_04
24,1.20E+17,01-12-2024,4.780803,226.198636,17.525996,0,879.179999,627,13079,3492.83,500,Prospecting_DPA_Campaign_04
25,1.20E+17,02-12-2024,5.467132,277.850711,16.888625,0,962.660001,624,14613,6077.9,500,Prospecting_DPA_Campaign_04
26,1.20E+17,03-12-2024,3.564824,272.087263,29.912239,0,1542.71,2459,40680,6181.13,500,Prospecting_DPA_Campaign_04
27,1.20E+17,04-12-2024,3.193009,173.230802,29.526143,0,696.860001,1427,25146,2158.93,500,Prospecting_DPA_Campaign_04
28,1.20E+17,05-12-2024,2.83447,172.634948,43.615498,0,338.32,627,12663,1685.89,500,Prospecting_DPA_Campaign_04
29,1.20E+17,06-12-2024,2.079515,133.45504,20.656285,0,348.79,640,12500,2592.82,500,Prospecting_DPA_Campaign_04
30,1.20E+17,07-12-2024,2.610328,229.041434,17.698652,0,191.67,283,6088,799,500,Prospecting_DPA_Campaign_04
31,1.20E+17,08-12-2024,7.567875,127.539528,11.926827,0,424.319999,612,12167,2799.75,500,Prospecting_DPA_Campaign_04
32,1.20E+17,09-12-2024,3.753962,169.861329,15.403111,0,164.51,239,4544,2305.57,500,Prospecting_DPA_Campaign_04
33,1.20E+17,10-12-2024,2.933091,160.972557,18.794832,0,485.91,691,13768,1287.85,500,Prospecting_DPA_Campaign_04
34,1.20E+17,11-12-2024,4.250135,263.184426,24.07097,0,758.46,969,21292,2139.69,500,Prospecting_DPA_Campaign_04
35,1.20E+17,12-12-2024,3.686979,259.275362,29.133017,0,1022.61,1393,29727,4216.82,500,Prospecting_DPA_Campaign_04
36,1.20E+17,13-12-2024,4.359354,188.586097,22.836361,0,920.079999,1267,24919,5258.06,500,Prospecting_DPA_Campaign_04
37,1.20E+17,14-12-2024,2.984038,134.318445,16.66826,0,443.06,713,13805,1546.74,500,Prospecting_DPA_Campaign_04
38,1.20E+17,15-12-2024,3.081765,249.895916,68.582545,0,833.01,1335,22298,3549.21,500,Prospecting_DPA_Campaign_04
39,1.20E+17,16-12-2024,2.223856,145.018729,23.444297,0,212.86,382,6131,978.36,500,Prospecting_DPA_Campaign_04
40,1.20E+17,17-12-2024,2.133001,122.234327,20.639514,0,105.85,210,3942,815.36,500,Prospecting_DPA_Campaign_04
41,1.20E+17,18-12-2024,3.957194,98.688768,11.582481,0,100.4,180,4316,812.24,500,Prospecting_DPA_Campaign_04
42,1.20E+17,19-12-2024,2.710524,86.015105,111.667589,0,93.93,184,4588,663,500,Prospecting_DPA_Campaign_04
43,1.20E+17,20-12-2024,0.968952,94.919087,23.043003,0,96.19,238,4358,1554.54,500,Prospecting_DPA_Campaign_04
44,1.20E+17,21-12-2024,2.460319,96.247772,12.79816,0,90.75,212,4820,258.72,500,Prospecting_DPA_Campaign_04
45,1.20E+17,22-12-2024,1.361106,158.882849,20.745937,0,105.27,350,5790,565.35,500,Prospecting_DPA_Campaign_04
46,1.20E+17,23-12-2024,1.174455,52.65828,17.637159,0,102.71,337,6565,373.2,500,Prospecting_DPA_Campaign_04
47,1.20E+17,24-12-2024,1.260702,67.403173,15.780402,0,97.71,354,7671,231.84,500,Prospecting_DPA_Campaign_04
48,1.20E+17,25-12-2024,1.525785,80.564209,47.525779,0,100.22,388,9275,488.95,500,Prospecting_DPA_Campaign_04
49,1.20E+17,26-12-2024,1.235824,59.123951,15.892574,0,97.99,344,8192,421.65,500,Prospecting_DPA_Campaign_04
50,1.20E+17,27-12-2024,1.446846,72.264966,14.066666,0,98.35,383,7918,752.55,500,Prospecting_DPA_Campaign_04
51,1.20E+17,28-12-2024,0.936514,59.305582,19.287284,0,97.75,361,7016,191.99,500,Prospecting_DPA_Campaign_04
52,1.20E+17,29-12-2024,1.035695,62.41027,18.230722,0,104.84,475,7777,262.5,500,Prospecting_DPA_Campaign_04
53,1.20E+17,30-12-2024,1.096576,44.257745,34.99324,0,55.03,244,4780,621.28,500,Prospecting_DPA_Campaign_04
54,1.20E+17,31-12-2024,1.085626,49.759233,18.584961,0,50.81,236,4418,205.13,500,Prospecting_DPA_Campaign_04
55,1.20E+17,01-01-2025,1.043155,66.756376,16.010547,0,69.45,361,7167,631.18,500,Prospecting_DPA_Campaign_04
56,1.20E+17,02-01-2025,0.952721,48.648018,37.714325,0,73.72,314,7627,347.36,500,Prospecting_DPA_Campaign_04
57,1.20E+17,03-01-2025,1.865777,203.419032,24.572527,0,72.01,276,5881,539.76,500,Prospecting_DPA_Campaign_04
58,1.20E+17,04-01-2025,1.445706,68.866548,26.841552,0,71.53,213,4611,165.76,500,Prospecting_DPA_Campaign_04
59,1.20E+17,05-01-2025,1.475511,82.445805,55.081169,0,82.95,323,5336,169.84,500,Prospecting_DPA_Campaign_04
60,1.20E+17,06-01-2025,1.334411,68.809607,14.033085,0,76.72,244,5068,231.51,500,Prospecting_DPA_Campaign_04
61,1.20E+17,07-01-2025,1.091251,69.268493,22.023993,0,75.31,282,4087,1295.27,500,Prospecting_DPA_Campaign_04
62,1.20E+17,08-01-2025,1.900939,64.750764,15.922226,0,73.29,262,4617,455.84,500,Prospecting_DPA_Campaign_04
63,1.20E+17,09-01-2025,1.275416,42.98434,15.822806,0,73.32,367,7706,293.91,500,Prospecting_DPA_Campaign_04
64,1.20E+17,10-01-2025,0.851095,38.647214,14.409488,0,72.4,426,8597,308.95,500,Prospecting_DPA_Campaign_04
65,1.20E+17,11-01-2025,0.608529,37.68025,23.347211,0,71.01,560,9526,538.24,500,Prospecting_DPA_Campaign_04
66,1.20E+17,12-01-2025,0.652982,48.795115,23.178026,0,79.73,410,7604,842.13,500,Prospecting_DPA_Campaign_04
67,1.20E+17,13-01-2025,2.166978,87.220368,28.37606,0,74.73,341,5692,93.98,500,Prospecting_DPA_Campaign_04
68,1.20E+17,14-01-2025,1.791579,78.29582,9.287378,0,74.42,189,4503,154.24,500,Prospecting_DPA_Campaign_04
69,1.20E+17,15-01-2025,2.675561,193.954653,14.564651,0,67.67,194,3757,115.02,500,Prospecting_DPA_Campaign_04
70,1.20E+17,16-01-2025,2.24575,163.50573,33.848635,0,67.99,195,3958,188.98,500,Prospecting_DPA_Campaign_04
71,1.20E+17,17-01-2025,1.421893,125.599421,83.113388,0,65.8,197,3343,162.74,500,Prospecting_DPA_Campaign_04
72,1.20E+17,18-01-2025,1.529762,100.229996,17.164038,0,67.97,182,3459,125.37,500,Prospecting_DPA_Campaign_04
73,1.20E+17,19-01-2025,2.647848,128.5688,26.743648,0,69.43,177,3277,3809.76,500,Prospecting_DPA_Campaign_04
74,1.20E+17,20-01-2025,2.576924,186.343479,14.460078,0,76.1,170,3229,469.15,500,Prospecting_DPA_Campaign_04
75,1.20E+17,21-01-2025,1.780962,99.958223,30.118949,0,70.4,151,2788,335.97,500,Prospecting_DPA_Campaign_04
76,1.20E+17,22-01-2025,2.745183,152.335142,18.917378,0,67.59,118,2412,209.5,500,Prospecting_DPA_Campaign_04
77,1.20E+17,23-01-2025,2.302475,121.751071,33.165796,0,68.49,112,2612,692.29,500,Prospecting_DPA_Campaign_04
78,1.20E+17,24-01-2025,1.469142,73.475056,12.59858,0,31.030001,53,1271,272.19,500,Prospecting_DPA_Campaign_04
79,1.20E+17,25-01-2025,0.368333,25.540984,36.5847,0,0.87,6,97,40.99,500,Prospecting_DPA_Campaign_04
80,1.20E+17,26-01-2025,0.79,32.267732,10.18981,0,1.14,4,128,260,500,Prospecting_DPA_Campaign_04
81,1.20E+17,27-01-2025,0.462857,28.877942,12.807882,0,0.92,8,121,0,500,Prospecting_DPA_Campaign_04
82,1.20E+17,28-01-2025,0.456667,50.579268,14.769648,0,0.87,4,100,0,500,Prospecting_DPA_Campaign_04
83,1.20E+17,29-01-2025,0.5275,35.412411,11.328672,0,1.31,5,147,0,500,Prospecting_DPA_Campaign_04
84,1.20E+17,30-01-2025,0.495,39.054658,20.050977,0,1.02,4,129,106,500,Prospecting_DPA_Campaign_04
85,1.20E+17,31-01-2025,0.175,135.049828,4.123711,0,1.09,4,110,0,500,Prospecting_DPA_Campaign_04
86,1.20E+17,01-02-2025,0.950494,56.742317,14.601632,0,15.71,86,1275,0,500,Prospecting_DPA_Campaign_04
87,1.20E+17,02-02-2025,1.418112,53.822398,31.73288,0,31.31,165,2632,678.08,500,Prospecting_DPA_Campaign_04
88,1.20E+17,03-02-2025,1.118893,58.506579,15.550252,0,31.65,155,2840,686.65,500,Prospecting_DPA_Campaign_04
89,1.20E+17,04-02-2025,0.928499,45.695117,83.404828,0,29.41,127,2228,128,500,Prospecting_DPA_Campaign_04
90,1.20E+17,05-02-2025,1.174866,81.757958,67.793312,0,28.97,120,2420,290.53,500,Prospecting_DPA_Campaign_04
91,1.20E+17,06-02-2025,0.901055,48.722588,20.056556,0,28.37,150,2376,96.08,500,Prospecting_DPA_Campaign_04
92,1.20E+17,07-02-2025,0.661913,73.245141,63.530464,0,30.06,161,3355,100,500,Prospecting_DPA_Campaign_04
93,1.20E+17,08-02-2025,0.735734,45.384386,15.964425,0,29.54,143,2910,0,500,Prospecting_DPA_Campaign_04
94,1.20E+17,09-02-2025,1.089339,34.311067,13.985257,0,30.83,156,3154,478.37,500,Prospecting_DPA_Campaign_04
95,1.20E+17,10-02-2025,0.747026,51.85555,17.647865,0,30.95,169,2830,288.71,500,Prospecting_DPA_Campaign_04
96,1.20E+17,11-02-2025,0.881351,48.779301,15.982017,0,30.67,139,3227,215.91,500,Prospecting_DPA_Campaign_04
97,1.20E+17,12-02-2025,0.927675,55.842872,30.469467,0,29.28,145,3081,577.43,500,Prospecting_DPA_Campaign_04
98,1.20E+17,13-02-2025,0.633281,25.40119,25.906393,0,29.38,225,4466,759.85,500,Prospecting_DPA_Campaign_04
99,1.20E+17,14-02-2025,0.379995,65.372267,16.067981,0,30.430001,180,4275,399.38,500,Prospecting_DPA_Campaign_04
100,1.20E+17,15-02-2025,0.418589,20.584782,38.144912,0,28.46,261,5210,425.62,500,Prospecting_DPA_Campaign_04
101,1.20E+17,16-02-2025,0.354272,26.299716,12.249637,0,29.78,227,5153,160.99,500,Prospecting_DPA_Campaign_04
102,1.20E+17,17-02-2025,0.313846,24.620815,23.549663,0,31.1,260,4550,164.82,500,Prospecting_DPA_Campaign_04
103,1.20E+17,18-02-2025,0.412087,29.537822,49.818514,0,30.14,278,4742,298.44,500,Prospecting_DPA_Campaign_04
104,1.20E+17,19-02-2025,0.263973,17.982776,14.015073,0,28.3,260,4637,347.86,500,Prospecting_DPA_Campaign_04
105,1.20E+17,20-02-2025,0.458113,25.112504,12.036217,0,28.77,243,4617,0,500,Prospecting_DPA_Campaign_04
106,1.20E+17,21-02-2025,0.718656,74.673522,113.95987,0,30.07,189,4253,94.99,500,Prospecting_DPA_Campaign_04
107,1.20E+17,22-02-2025,0.413585,48.534831,49.124296,0,31.84,212,3937,328.6,500,Prospecting_DPA_Campaign_04
108,1.20E+17,23-02-2025,0.68002,34.108633,15.869373,0,32.17,173,3749,39.21,500,Prospecting_DPA_Campaign_04
109,1.20E+17,24-02-2025,0.565514,86.183978,19.395415,0,31.97,196,3964,333.1,500,Prospecting_DPA_Campaign_04
110,1.20E+17,25-02-2025,0.577583,71.367968,12.935183,0,29.6,203,3912,93.02,500,Prospecting_DPA_Campaign_04
111,1.20E+17,26-02-2025,0.602566,30.619982,30.719644,0,28.45,165,3417,143.98,500,Prospecting_DPA_Campaign_04
112,1.20E+17,27-02-2025,0.593187,60.73936,11.512238,0,30.06,136,3352,95.51,500,Prospecting_DPA_Campaign_04
113,1.20E+17,28-02-2025,0.778532,53.518839,16.587997,0,96.69,401,8671,900.74,500,Prospecting_DPA_Campaign_04
114,1.20E+17,01-03-2025,0.468098,43.636564,14.082697,0,26.220001,138,3271,505.07,500,Prospecting_DPA_Campaign_04
115,1.20E+17,02-03-2025,0.288152,49.059983,14.354527,0,20.699999,168,3462,94.99,500,Prospecting_DPA_Campaign_04
116,1.20E+17,03-03-2025,0.37173,19.192899,10.747385,0,20.11,133,3719,419.98,500,Prospecting_DPA_Campaign_04
117,1.20E+17,04-03-2025,0.420898,25.183409,11.708366,0,19.53,122,2995,343.98,500,Prospecting_DPA_Campaign_04
118,1.20E+17,05-03-2025,0.334542,18.004418,12.262493,0,20.09,154,3395,753.37,500,Prospecting_DPA_Campaign_04
119,1.20E+17,06-03-2025,0.370602,27.175117,21.997865,0,19.8,168,3672,719.97,500,Prospecting_DPA_Campaign_04
120,1.20E+17,07-03-2025,0.429075,33.035249,63.486048,0,19.83,139,3519,132.51,500,Prospecting_DPA_Campaign_04
121,1.20E+17,08-03-2025,0.393795,40.190391,10.652461,0,19.94,143,3690,256.21,500,Prospecting_DPA_Campaign_04
122,1.20E+17,09-03-2025,0.403931,29.563887,10.754748,0,20.2,126,3821,130,500,Prospecting_DPA_Campaign_04
123,1.20E+17,10-03-2025,0.407806,28.942144,10.538268,0,20.05,115,3411,58.43,500,Prospecting_DPA_Campaign_04
124,1.20E+17,11-03-2025,0.445775,23.17942,10.296791,0,19.77,111,2912,79.98,500,Prospecting_DPA_Campaign_04
125,1.20E+17,12-03-2025,0.734772,47.324749,72.506404,0,55.81,246,6832,268.42,500,Prospecting_DPA_Campaign_04
126,1.20E+17,13-03-2025,1.029725,50.093849,36.826432,0,57.47,276,6342,1183.72,500,Prospecting_DPA_Campaign_04
127,1.20E+17,14-03-2025,0.542878,61.311219,7.174213,0,59.39,222,6464,2020.45,500,Prospecting_DPA_Campaign_04
128,1.20E+17,15-03-2025,0.578258,24.150918,13.562684,0,59.26,361,8425,476.35,500,Prospecting_DPA_Campaign_04
129,1.20E+17,16-03-2025,0.466741,36.296921,10.886981,0,61.42,350,8900,556.69,500,Prospecting_DPA_Campaign_04
130,1.20E+17,17-03-2025,0.923056,47.466619,14.638174,0,59.25,237,6385,87.11,500,Prospecting_DPA_Campaign_04
131,1.20E+17,18-03-2025,0.723677,41.764163,39.005202,0,60.64,294,5829,1503.97,500,Prospecting_DPA_Campaign_04
132,1.20E+17,19-03-2025,0.774201,52.009801,15.514563,0,60.97,235,5747,229.05,500,Prospecting_DPA_Campaign_04
133,1.20E+17,20-03-2025,0.552535,38.305734,22.258399,0,58.81,290,6728,341.58,500,Prospecting_DPA_Campaign_04
134,1.20E+17,21-03-2025,0.476679,42.396282,12.06424,0,38.44,234,5110,1440.44,500,Prospecting_DPA_Campaign_04
135,1.20E+17,22-03-2025,0.551381,42.552559,13.941748,0,37.36,173,3913,281.42,500,Prospecting_DPA_Campaign_04
136,1.20E+17,23-03-2025,0.77357,76.120926,9.066511,0,40.85,160,4553,195.45,500,Prospecting_DPA_Campaign_04
137,1.20E+17,24-03-2025,0.430553,34.828631,19.211598,0,21.529999,107,2199,0,500,Prospecting_DPA_Campaign_04
138,1.20E+17,25-03-2025,0.622918,38.522719,12.814923,0,19.1,70,1934,120,500,Prospecting_DPA_Campaign_04
139,1.20E+17,26-03-2025,0.690719,113.546447,22.196279,0,19.53,73,1832,0,500,Prospecting_DPA_Campaign_04
140,1.20E+17,27-03-2025,0.691824,40.534232,18.514706,0,8,28,747,0,500,Prospecting_DPA_Campaign_04
141,1.20E+17,28-03-2025,0.713797,45.414529,20.543273,0,42.25,163,3803,358.6,500,Prospecting_DPA_Campaign_04
142,1.20E+17,29-03-2025,1.031499,46.230216,20.104698,0,50.27,211,5045,59.24,500,Prospecting_DPA_Campaign_04
143,1.20E+17,30-03-2025,0.879109,53.2435,15.470146,0,53.14,263,5728,155.97,500,Prospecting_DPA_Campaign_04
144,1.20E+17,31-03-2025,1.232782,42.807608,12.252973,0,51.91,174,5128,127.31,500,Prospecting_DPA_Campaign_04
145,1.20E+17,01-04-2025,0.561542,40.165055,16.54815,0,23.07,98,2430,503.13,500,Prospecting_DPA_Campaign_04
146,1.20E+17,02-04-2025,0.567067,42.445325,41.067784,0,20.04,75,2033,283.69,500,Prospecting_DPA_Campaign_04
147,1.20E+17,03-04-2025,0.451445,35.022305,13.665807,0,18.5,101,2346,97.87,500,Prospecting_DPA_Campaign_04
148,1.20E+17,04-04-2025,0.946552,39.004647,16.245697,0,19.59,86,2413,37.41,500,Prospecting_DPA_Campaign_04
149,1.20E+17,05-04-2025,0.669287,44.921082,14.266099,0,19.78,100,2422,0,500,Prospecting_DPA_Campaign_04
150,1.20E+17,06-04-2025,1.418689,46.797518,9.499976,0,20.4,59,2241,0,500,Prospecting_DPA_Campaign_04
151,1.20E+17,07-04-2025,0.587743,48.71713,13.645537,0,20.52,87,2166,59.72,500,Prospecting_DPA_Campaign_04
152,1.20E+17,08-04-2025,0.701913,31.142857,11.742536,0,20.71,75,1893,0,500,Prospecting_DPA_Campaign_04
153,1.20E+17,09-04-2025,1.208958,33.197659,46.458857,0,20.23,69,1893,0,500,Prospecting_DPA_Campaign_04
154,1.20E+17,10-04-2025,1.186267,64.185499,13.550398,0,20.46,67,1593,3735.43,500,Prospecting_DPA_Campaign_04
155,1.20E+17,11-04-2025,0.913167,58.647355,11.176634,0,19.34,63,1479,1103.15,500,Prospecting_DPA_Campaign_04
156,1.20E+17,12-04-2025,0.278681,44.545813,12.009767,0,18.33,132,2267,989.36,500,Prospecting_DPA_Campaign_04
157,1.20E+17,13-04-2025,0.280912,18.48239,15.188149,0,20.54,164,2694,951.63,500,Prospecting_DPA_Campaign_04
158,1.20E+17,14-04-2025,0.630407,46.691607,16.434479,0,20.73,113,2595,254.55,500,Prospecting_DPA_Campaign_04
159,1.20E+17,15-04-2025,0.244157,39.64075,11.435031,0,19.87,160,2835,1624.49,500,Prospecting_DPA_Campaign_04
160,1.20E+17,16-04-2025,0.405844,24.912756,69.205302,0,18.79,114,2710,307.2,500,Prospecting_DPA_Campaign_04
161,1.20E+17,17-04-2025,0.365302,35.032782,15.310655,0,19.3,123,2781,131.47,500,Prospecting_DPA_Campaign_04
162,1.20E+17,18-04-2025,0.501031,31.084798,12.14723,0,20.18,101,2743,448.98,500,Prospecting_DPA_Campaign_04
163,1.20E+17,19-04-2025,0.553953,27.27046,21.18759,0,20.57,142,3065,175.53,500,Prospecting_DPA_Campaign_04
164,1.20E+17,20-04-2025,0.376144,22.341771,13.486223,0,21.45,138,2905,67.99,500,Prospecting_DPA_Campaign_04
165,1.20E+17,21-04-2025,0.543366,47.025208,11.45494,0,20.24,107,3153,0,500,Prospecting_DPA_Campaign_04
166,1.20E+17,22-04-2025,0.500177,50.738287,8.893779,0,20.1,96,2575,485.39,500,Prospecting_DPA_Campaign_04
167,1.20E+17,23-04-2025,0.389126,41.611586,17.086909,0,19.820001,131,2759,507.01,500,Prospecting_DPA_Campaign_04
168,1.20E+17,24-04-2025,0.695146,55.231003,18.197811,0,19.38,65,2340,42.99,500,Prospecting_DPA_Campaign_04
169,1.20E+17,25-04-2025,0.564639,24.173036,11.10881,0,19.32,78,2007,142.5,500,Prospecting_DPA_Campaign_04
170,1.20E+17,26-04-2025,0.387692,33.910126,8.630005,0,19.68,101,2395,40.99,500,Prospecting_DPA_Campaign_04
171,1.20E+17,27-04-2025,0.363774,30.172596,9.919785,0,20.68,116,2349,89.17,500,Prospecting_DPA_Campaign_04
172,1.20E+17,28-04-2025,0.607681,37.143587,12.851859,0,20.69,83,1978,155.1,500,Prospecting_DPA_Campaign_04
173,1.20E+17,29-04-2025,0.653406,49.175766,20.403599,0,19.75,69,1695,40.99,500,Prospecting_DPA_Campaign_04
174,1.20E+17,30-04-2025,0.882105,70.050089,14.330614,0,20.11,105,2140,376.23,500,Prospecting_DPA_Campaign_04
175,1.20E+17,01-05-2025,0.64257,27.864244,6.309493,0,19.87,70,2222,0,500,Prospecting_DPA_Campaign_04
176,1.20E+17,02-05-2025,0.873447,28.585841,18.35312,0,19.63,63,2166,32.67,500,Prospecting_DPA_Campaign_04
177,1.20E+17,03-05-2025,0.599222,63.183659,13.692608,0,19.27,77,2150,0,500,Prospecting_DPA_Campaign_04
178,1.20E+17,04-05-2025,1.062133,69.823107,7.455542,0,20.66,66,2576,110,500,Prospecting_DPA_Campaign_04
179,1.20E+17,05-05-2025,0.906228,36.27767,16.521865,0,20.05,69,2433,40.99,500,Prospecting_DPA_Campaign_04
180,1.20E+17,06-05-2025,1.41619,50.441085,9.401031,0,20.18,52,1872,0,500,Prospecting_DPA_Campaign_04
181,1.20E+17,07-05-2025,0.831148,73.449924,11.292516,0,19.71,59,1770,73.95,500,Prospecting_DPA_Campaign_04
182,1.20E+17,08-05-2025,2.554322,75.592453,12.300877,0,19.94,59,1807,461.24,500,Prospecting_DPA_Campaign_04
183,1.20E+17,09-05-2025,1.852829,60.243514,19.510785,0,19.98,47,1721,209.29,500,Prospecting_DPA_Campaign_04
184,1.20E+17,10-05-2025,0.472299,43.674071,8.384853,0,19.48,88,2196,120,500,Prospecting_DPA_Campaign_04
185,1.20E+17,11-05-2025,0.682045,51.354884,11.546807,0,21.53,89,1929,0,500,Prospecting_DPA_Campaign_04
186,1.20E+17,12-05-2025,0.611909,76.724595,7.581784,1568,20.57,77,2041,37.44,500,Prospecting_DPA_Campaign_04
187,1.20E+17,13-05-2025,0.594549,34.933314,10.425697,1637,19.7,102,2209,67.4,500,Prospecting_DPA_Campaign_04
188,1.20E+17,14-05-2025,0.646461,81.58325,14.176888,1462,19.72,98,1928,957.21,500,Prospecting_DPA_Campaign_04
189,1.20E+17,15-05-2025,0.382885,33.79258,10.464936,1565,19.6,103,1992,2183.85,500,Prospecting_DPA_Campaign_04
190,1.20E+17,16-05-2025,0.376903,42.007683,58.556777,1961,19.28,108,2509,575.36,500,Prospecting_DPA_Campaign_04
191,1.20E+17,17-05-2025,0.458735,31.677479,18.093478,2163,19.6,112,2945,201.27,500,Prospecting_DPA_Campaign_04
192,1.20E+17,18-05-2025,0.406015,27.156819,6.59252,2210,20.55,106,3035,78.99,500,Prospecting_DPA_Campaign_04
193,1.20E+17,19-05-2025,0.464629,29.70799,15.046782,2096,20.42,100,2985,234.5,500,Prospecting_DPA_Campaign_04
194,1.20E+17,20-05-2025,0.436466,46.77337,6.811315,1857,19.7,90,2684,293.08,500,Prospecting_DPA_Campaign_04
195,1.20E+17,21-05-2025,0.6431,26.175641,17.996971,1734,19.38,71,2483,155,500,Prospecting_DPA_Campaign_04
196,1.20E+17,22-05-2025,0.462481,30.796506,7.652789,1445,19.43,81,2165,50.99,500,Prospecting_DPA_Campaign_04
197,1.20E+17,23-05-2025,0.870383,27.83668,8.914365,1610,19.76,75,2287,0,500,Prospecting_DPA_Campaign_04
198,1.20E+17,24-05-2025,0.532121,32.049977,5.45015,1990,20.74,76,2800,145.99,500,Prospecting_DPA_Campaign_04
199,1.20E+17,25-05-2025,0.571583,24.920329,4.809035,2102,20.33,70,2946,45.97,500,Prospecting_DPA_Campaign_04
200,1.20E+17,26-05-2025,0.667258,21.162247,18.001608,2244,20.65,79,3003,271.54,500,Prospecting_DPA_Campaign_04
201,1.20E+17,27-05-2025,0.611196,22.790289,13.206801,2028,20,72,2818,0,500,Prospecting_DPA_Campaign_04
202,1.20E+17,28-05-2025,0.683965,25.791697,6.551207,1824,18.82,60,2748,0,500,Prospecting_DPA_Campaign_04
203,1.20E+17,29-05-2025,0.696542,29.280248,9.217316,1513,20.24,70,2018,0,500,Prospecting_DPA_Campaign_04
204,1.20E+17,30-05-2025,0.8692,54.703087,10.923462,1401,19.86,79,1847,0,500,Prospecting_DPA_Campaign_04
205,1.20E+17,31-05-2025,1.242762,46.155261,12.174554,1520,20.1,58,1862,77.83,500,Prospecting_DPA_Campaign_04
206,1.20E+17,01-06-2025,0.708025,97.720873,25.950769,1649,21.12,95,2099,121.75,500,Prospecting_DPA_Campaign_04
207,1.20E+17,02-06-2025,0.920102,52.390014,10.343586,1367,20.56,63,1688,0,500,Prospecting_DPA_Campaign_04
208,1.20E+17,03-06-2025,0.780954,52.828352,16.86954,1726,28.52,92,2138,816.76,500,Prospecting_DPA_Campaign_04
209,1.20E+17,04-06-2025,0.95254,59.029492,19.561368,1414,21.59,69,1878,0,500,Prospecting_DPA_Campaign_04
210,1.20E+17,05-06-2025,1.160779,60.534656,8.33032,1198,18.89,53,1571,0,500,Prospecting_DPA_Campaign_04
211,1.20E+17,06-06-2025,1.607529,56.717721,11.904767,1100,20.43,39,1369,72.99,500,Prospecting_DPA_Campaign_04
212,1.20E+17,07-06-2025,1.015145,56.081263,19.397739,1018,17.96,51,1239,0,500,Prospecting_DPA_Campaign_04
213,1.20E+17,08-06-2025,0.918669,55.093009,24.265747,1384,21.42,85,1734,0,500,Prospecting_DPA_Campaign_04
214,1.20E+17,09-06-2025,0.8845,44.589114,17.055586,1507,21.22,70,1848,75,500,Prospecting_DPA_Campaign_04
