campaign_id,date,clicks,conversion,impressions,metrics_video_views,revenue,campaign_type,daily_budget,campaign_name,spend
9988712287,19-01-2024,365,5.720045,1232,0,3653.334408,SEARCH,90,Search_TM_Campaign_01,131.2
9988712287,20-01-2024,451,11.518445,1499,0,1516.7423,SEARCH,90,Search_TM_Campaign_01,138.11
9988712287,21-01-2024,426,8.78236,1395,0,976.1609816,SEARCH,90,Search_TM_Campaign_01,139.65
9988712287,22-01-2024,369,8.510328,1103,0,2170.995811,SEARCH,90,Search_TM_Campaign_01,180.72
9988712287,23-01-2024,376,7.729846,1154,0,460.08066,SEARCH,90,Search_TM_Campaign_01,199.04
9988712287,24-01-2024,319,6.143904,1039,0,252.0357973,SEARCH,90,Search_TM_Campaign_01,112.97
9988712287,25-01-2024,312,15.334708,1155,0,1846.904626,SEARCH,90,Search_TM_Campaign_01,122.46
9988712287,26-01-2024,358,7.241117,1164,0,603.1331291,SEARCH,90,Search_TM_Campaign_01,106.4
9988712287,27-01-2024,444,5.715695,1521,0,811.2250766,SEARCH,90,Search_TM_Campaign_01,128.62
9988712287,28-01-2024,502,9.238244,1601,0,709.6063194,SEARCH,90,Search_TM_Campaign_01,188.728528
9988712287,29-01-2024,387,8.007161,1273,0,494.6980088,SEARCH,90,Search_TM_Campaign_01,175.74
9988712287,30-01-2024,368,9.650103,1203,0,691.7841931,SEARCH,90,Search_TM_Campaign_01,172.69
9988712287,31-01-2024,309,14.773426,1240,0,1344.385796,SEARCH,90,Search_TM_Campaign_01,116.7
9988712287,01-02-2024,351,11.597054,1184,0,850.2611501,SEARCH,90,Search_TM_Campaign_01,151.93
9988712287,02-02-2024,338,10.479293,1244,0,914.8990274,SEARCH,90,Search_TM_Campaign_01,128.73
9988712287,03-02-2024,481,13.013566,1653,0,1280.221218,SEARCH,90,Search_TM_Campaign_01,190.47
9988712287,04-02-2024,473,15.024808,1474,0,1495.608771,SEARCH,90,Search_TM_Campaign_01,150.67
9988712287,05-02-2024,364,7.302105,1202,0,488.9369399,SEARCH,90,Search_TM_Campaign_01,126.14
9988712287,06-02-2024,377,11.601271,1297,0,901.4060241,SEARCH,90,Search_TM_Campaign_01,186.05
9988712287,07-02-2024,382,15.487664,1306,0,1688.754759,SEARCH,90,Search_TM_Campaign_01,152.58
9988712287,08-02-2024,369,10.33366,1335,0,779.5473039,SEARCH,90,Search_TM_Campaign_01,138.72
9988712287,09-02-2024,360,11.004692,1177,0,768.4713313,SEARCH,90,Search_TM_Campaign_01,116.84
9988712287,10-02-2024,387,9.235716,1537,0,887.7529578,SEARCH,90,Search_TM_Campaign_01,121.83
9988712287,11-02-2024,420,6,1408,0,642.15,SEARCH,90,Search_TM_Campaign_01,132.1
9988712287,12-02-2024,386,10.401455,1279,0,870.4238811,SEARCH,90,Search_TM_Campaign_01,178.96
9988712287,13-02-2024,362,7.5,1366,0,581.32,SEARCH,90,Search_TM_Campaign_01,132.29
9988712287,14-02-2024,473,10.957935,1558,0,891.6250456,SEARCH,90,Search_TM_Campaign_01,175.36
9988712287,15-02-2024,401,13.356166,1366,0,1404.86679,SEARCH,90,Search_TM_Campaign_01,180.62
9988712287,16-02-2024,376,7.166666,1256,0,506.114935,SEARCH,90,Search_TM_Campaign_01,125.88
9988712287,17-02-2024,488,9.335266,1701,0,499.0483457,SEARCH,90,Search_TM_Campaign_01,157.85
9988712287,18-02-2024,422,12.014156,1594,0,898.7002737,SEARCH,90,Search_TM_Campaign_01,134.02
9988712287,19-02-2024,416,16,1333,0,1232.8,SEARCH,90,Search_TM_Campaign_01,151.77
9988712287,20-02-2024,306,4.009636,1132,0,347.7968367,SEARCH,90,Search_TM_Campaign_01,135.08
9988712287,21-02-2024,341,7.003831,1040,0,685.7353142,SEARCH,90,Search_TM_Campaign_01,116.42
9988712287,22-02-2024,349,7.076537,1144,0,364.657514,SEARCH,90,Search_TM_Campaign_01,116.12
9988712287,23-02-2024,353,7.078075,1256,0,442.0662818,SEARCH,90,Search_TM_Campaign_01,74.21
9988712287,24-02-2024,415,11.001351,1392,0,533.2168776,SEARCH,90,Search_TM_Campaign_01,109.49
9988712287,25-02-2024,384,7,1296,0,761.69,SEARCH,90,Search_TM_Campaign_01,99.56
9988712287,26-02-2024,319,15.631822,989,0,1676.813212,SEARCH,90,Search_TM_Campaign_01,78.45
9988712287,27-02-2024,366,23.661778,1153,0,2969.425324,SEARCH,90,Search_TM_Campaign_01,101.56
9988712287,28-02-2024,348,9.431412,1197,0,683.7991969,SEARCH,90,Search_TM_Campaign_01,122.38
9988712287,29-02-2024,351,11.25,1281,0,1214.6075,SEARCH,90,Search_TM_Campaign_01,106.57
9988712287,01-03-2024,449,10.017446,1587,0,623.3073434,SEARCH,90,Search_TM_Campaign_01,147.15
9988712287,02-03-2024,496,19.228881,1767,0,1691.743818,SEARCH,90,Search_TM_Campaign_01,141.28
9988712287,03-03-2024,460,8,1733,0,613.64,SEARCH,90,Search_TM_Campaign_01,130.05
9988712287,04-03-2024,387,13.168468,1346,0,1253.87615,SEARCH,90,Search_TM_Campaign_01,151.97
9988712287,05-03-2024,418,15,1349,0,1202.14,SEARCH,90,Search_TM_Campaign_01,146.78
9988712287,06-03-2024,402,18,1536,0,2112.62,SEARCH,90,Search_TM_Campaign_01,166.72
9988712287,07-03-2024,403,9,1434,0,561.05,SEARCH,90,Search_TM_Campaign_01,123.01
9988712287,08-03-2024,468,19.033108,1666,0,2177.665775,SEARCH,90,Search_TM_Campaign_01,139.94
9988712287,09-03-2024,523,13.93795,1746,0,1779.580332,SEARCH,90,Search_TM_Campaign_01,176.33
9988712287,10-03-2024,450,7,1594,0,466.51,SEARCH,90,Search_TM_Campaign_01,179.99
9988712287,11-03-2024,407,10.922801,1362,0,668.0565284,SEARCH,90,Search_TM_Campaign_01,152.19
9988712287,12-03-2024,397,5,1426,0,415.52,SEARCH,90,Search_TM_Campaign_01,161.43
9988712287,13-03-2024,407,5.000141,1391,0,486.2208612,SEARCH,90,Search_TM_Campaign_01,143.98
9988712287,14-03-2024,386,13.882847,1410,0,967.2095732,SEARCH,90,Search_TM_Campaign_01,154.64
9988712287,15-03-2024,400,15.015646,1363,0,1145.789002,SEARCH,90,Search_TM_Campaign_01,142.16
9988712287,16-03-2024,415,9.841865,1604,0,1077.226952,SEARCH,90,Search_TM_Campaign_01,125.31
9988712287,17-03-2024,434,3.202175,1499,0,227.3448979,SEARCH,90,Search_TM_Campaign_01,139.83
9988712287,18-03-2024,360,4.94679,1283,0,305.9660244,SEARCH,90,Search_TM_Campaign_01,152.72
9988712287,19-03-2024,376,11.073357,1423,0,1115.339352,SEARCH,90,Search_TM_Campaign_01,154.55
9988712287,20-03-2024,362,6.002751,1257,0,811.1347169,SEARCH,90,Search_TM_Campaign_01,114.67
9988712287,21-03-2024,719,22.39834,1809,0,2731.364517,SEARCH,90,Search_TM_Campaign_01,211.85
9988712287,22-03-2024,431,16.184414,1501,0,2434.320979,SEARCH,90,Search_TM_Campaign_01,175.26
9988712287,23-03-2024,528,14.769123,1867,0,1018.009646,SEARCH,90,Search_TM_Campaign_01,153.41
9988712287,24-03-2024,532,19.165192,1790,0,2442.592039,SEARCH,90,Search_TM_Campaign_01,170.1
9988712287,25-03-2024,445,7,1586,0,674.49,SEARCH,90,Search_TM_Campaign_01,139.92
9988712287,26-03-2024,407,18.405992,1432,0,1144.705745,SEARCH,90,Search_TM_Campaign_01,133.34
9988712287,27-03-2024,453,18.90723,1563,0,1475.619583,SEARCH,90,Search_TM_Campaign_01,125.584841
9988712287,28-03-2024,398,6.501805,1490,0,413.5769678,SEARCH,90,Search_TM_Campaign_01,146.05
9988712287,29-03-2024,380,17.005173,1485,0,1668.861222,SEARCH,90,Search_TM_Campaign_01,160.37
9988712287,30-03-2024,387,5,1434,0,397.57,SEARCH,90,Search_TM_Campaign_01,133.985973
9988712287,31-03-2024,472,4.841986,1626,0,341.8353952,SEARCH,90,Search_TM_Campaign_01,123.348148
9988712287,01-04-2024,350,11.333482,1273,0,844.0353372,SEARCH,90,Search_TM_Campaign_01,130.994909
9988712287,02-04-2024,341,4.311073,1343,0,316.9020407,SEARCH,90,Search_TM_Campaign_01,120.503483
9988712287,03-04-2024,328,9.890348,1187,0,703.4512753,SEARCH,90,Search_TM_Campaign_01,103.218211
9988712287,04-04-2024,364,5.370674,1196,0,593.1771113,SEARCH,90,Search_TM_Campaign_01,107.665333
9988712287,05-04-2024,358,9,1191,0,746.95,SEARCH,90,Search_TM_Campaign_01,106.84
9988712287,06-04-2024,421,11.001888,1385,0,1101.043312,SEARCH,90,Search_TM_Campaign_01,119.99
9988712287,07-04-2024,354,7.972809,1276,0,2132.637913,SEARCH,90,Search_TM_Campaign_01,114.777142
9988712287,08-04-2024,284,6.003752,959,0,816.883752,SEARCH,90,Search_TM_Campaign_01,102.679636
9988712287,09-04-2024,253,6.618918,997,0,259.2766213,SEARCH,90,Search_TM_Campaign_01,75.62
9988712287,10-04-2024,313,9.972809,1081,0,782.0558258,SEARCH,90,Search_TM_Campaign_01,78.89015
9988712287,11-04-2024,368,14.581011,1275,0,1535.756942,SEARCH,90,Search_TM_Campaign_01,124.995847
9988712287,12-04-2024,323,8.501292,1094,0,653.0463103,SEARCH,90,Search_TM_Campaign_01,116.032058
9988712287,13-04-2024,373,6.011212,1377,0,436.7175971,SEARCH,90,Search_TM_Campaign_01,101.122016
9988712287,14-04-2024,374,7.967299,1230,0,591.738964,SEARCH,90,Search_TM_Campaign_01,121.432388
9988712287,15-04-2024,279,7.673433,1007,0,695.9187903,SEARCH,90,Search_TM_Campaign_01,102.46
9988712287,16-04-2024,296,6,973,0,378.4,SEARCH,90,Search_TM_Campaign_01,111.66
9988712287,17-04-2024,305,1,1082,0,116.25,SEARCH,90,Search_TM_Campaign_01,122.937856
9988712287,18-04-2024,347,9,1204,0,2498.85,SEARCH,90,Search_TM_Campaign_01,115.223237
9988712287,19-04-2024,349,6,1241,0,320.62,SEARCH,90,Search_TM_Campaign_01,119.955
9988712287,20-04-2024,346,3,1315,0,258.43,SEARCH,90,Search_TM_Campaign_01,97.517375
9988712287,21-04-2024,383,5,1341,0,505.34,SEARCH,90,Search_TM_Campaign_01,130.21
9988712287,22-04-2024,307,8.134655,1058,0,1565.771242,SEARCH,90,Search_TM_Campaign_01,120.81439
9988712287,23-04-2024,357,9.002948,1197,0,532.9338315,SEARCH,90,Search_TM_Campaign_01,176.191043
9988712287,24-04-2024,372,14.250795,1436,0,2155.787038,SEARCH,90,Search_TM_Campaign_01,169.84
9988712287,25-04-2024,374,11,1810,0,783.04,SEARCH,90,Search_TM_Campaign_01,204.09
9988712287,26-04-2024,390,5,2334,0,367.37,SEARCH,90,Search_TM_Campaign_01,176.81
9988712287,27-04-2024,372,4,2615,0,298.54,SEARCH,90,Search_TM_Campaign_01,147.06
9988712287,28-04-2024,406,10.134646,2655,0,1065.939087,SEARCH,90,Search_TM_Campaign_01,148.925712
9988712287,29-04-2024,335,2.002018,2422,0,358.2579057,SEARCH,90,Search_TM_Campaign_01,168.67
9988712287,30-04-2024,326,7.160746,2184,0,658.8803906,SEARCH,90,Search_TM_Campaign_01,196.676275
9988712287,01-05-2024,318,2,2148,0,210.24,SEARCH,90,Search_TM_Campaign_01,139.932911
9988712287,02-05-2024,317,14.025106,2273,0,1387.001451,SEARCH,90,Search_TM_Campaign_01,181.42
9988712287,03-05-2024,366,7.5,2666,0,1136.485,SEARCH,90,Search_TM_Campaign_01,251.93
9988712287,04-05-2024,448,7,3191,0,721.88,SEARCH,90,Search_TM_Campaign_01,238.55783
9988712287,05-05-2024,423,9.375005,3256,0,2006.89991,SEARCH,90,Search_TM_Campaign_01,210.84
9988712287,06-05-2024,383,9.908874,2817,0,663.8199778,SEARCH,90,Search_TM_Campaign_01,258.711333
9988712287,07-05-2024,360,10.001523,2835,0,854.8279108,SEARCH,90,Search_TM_Campaign_01,259.111153
9988712287,08-05-2024,317,9.5,3171,0,790.965,SEARCH,90,Search_TM_Campaign_01,177.98
9988712287,09-05-2024,381,9.338528,4046,0,633.168239,SEARCH,90,Search_TM_Campaign_01,260.052318
9988712287,10-05-2024,382,6.001523,4209,0,351.5179108,SEARCH,90,Search_TM_Campaign_01,229.343783
9988712287,11-05-2024,457,6.025107,4974,0,760.9815617,SEARCH,90,Search_TM_Campaign_01,255.787142
9988712287,12-05-2024,379,9,4600,0,579.91,SEARCH,90,Search_TM_Campaign_01,205.344241
9988712287,13-05-2024,370,9.75,4537,0,622.025,SEARCH,90,Search_TM_Campaign_01,218.48
9988712287,14-05-2024,314,10.265561,4412,0,839.7709718,SEARCH,90,Search_TM_Campaign_01,237.557
9988712287,15-05-2024,336,8,3795,0,1057.36,SEARCH,90,Search_TM_Campaign_01,217.155
9988712287,16-05-2024,325,7,3131,0,466.16,SEARCH,90,Search_TM_Campaign_01,163.672436
9988712287,17-05-2024,379,13,3056,0,865.6,SEARCH,90,Search_TM_Campaign_01,210.99056
9988712287,18-05-2024,401,9,3675,0,599.94,SEARCH,90,Search_TM_Campaign_01,194.874237
9988712287,19-05-2024,375,2.90199,3447,0,207.6197609,SEARCH,90,Search_TM_Campaign_01,229.644456
9988712287,20-05-2024,362,13.935095,2850,0,1305.392468,SEARCH,90,Search_TM_Campaign_01,217.67404
9988712287,21-05-2024,307,6.102687,2868,0,392.2593725,SEARCH,90,Search_TM_Campaign_01,218.73
9988712287,22-05-2024,294,1,2775,0,267.5,SEARCH,90,Search_TM_Campaign_01,173.157172
9988712287,23-05-2024,328,2,3225,0,311.21,SEARCH,90,Search_TM_Campaign_01,204.25
9988712287,24-05-2024,356,4,3614,0,636,SEARCH,90,Search_TM_Campaign_01,174.89943
9988712287,25-05-2024,398,0,3317,0,0,SEARCH,90,Search_TM_Campaign_01,187.319467
9988712287,26-05-2024,550,1.106659,3593,0,89.85032232,SEARCH,90,Search_TM_Campaign_01,234.283957
9988712287,27-05-2024,469,0.157704,3839,0,5.16226484,SEARCH,90,Search_TM_Campaign_01,213.926316
9988712287,28-05-2024,396,2,3337,0,71.37,SEARCH,90,Search_TM_Campaign_01,217.53892
9988712287,29-05-2024,349,2,3127,0,294.32,SEARCH,90,Search_TM_Campaign_01,177.4
9988712287,30-05-2024,334,3,2749,0,281.08,SEARCH,90,Search_TM_Campaign_01,163.706
9988712287,31-05-2024,342,3.184344,2745,0,297.9846911,SEARCH,90,Search_TM_Campaign_01,149.99
9988712287,01-06-2024,321,6,2634,0,382.1,SEARCH,90,Search_TM_Campaign_01,111.68
9988712287,02-06-2024,379,9,2384,0,1481.71,SEARCH,90,Search_TM_Campaign_01,142.1
9988712287,03-06-2024,325,10,2337,0,543.17,SEARCH,90,Search_TM_Campaign_01,109.33
9988712287,04-06-2024,340,15,2098,0,2118.61,SEARCH,90,Search_TM_Campaign_01,105.85
9988712287,05-06-2024,381,7.66532,2233,0,713.755128,SEARCH,90,Search_TM_Campaign_01,99.8
9988712287,06-06-2024,324,7,2080,0,899.94,SEARCH,90,Search_TM_Campaign_01,107.01
9988712287,07-06-2024,382,13,2645,0,1544.82,SEARCH,90,Search_TM_Campaign_01,140.624062
9988712287,08-06-2024,367,8,3306,0,740.62,SEARCH,90,Search_TM_Campaign_01,102.665641
9988712287,09-06-2024,439,10.667551,3498,0,1297.242048,SEARCH,90,Search_TM_Campaign_01,129.696242
9988712287,10-06-2024,423,7.001616,3313,0,531.7814858,SEARCH,90,Search_TM_Campaign_01,162.906012
9988712287,11-06-2024,345,4,1767,0,399.65175,SEARCH,90,Search_TM_Campaign_01,145.403407
9988712287,12-06-2024,353,6.913882,1405,0,225.908887,SEARCH,90,Search_TM_Campaign_01,124.33
9988712287,13-06-2024,358,6,1452,0,510.37,SEARCH,90,Search_TM_Campaign_01,110.966079
9988712287,14-06-2024,382,11,1634,0,1577.98,SEARCH,90,Search_TM_Campaign_01,119.141654
9988712287,15-06-2024,392,8,1581,0,1021.13,SEARCH,90,Search_TM_Campaign_01,135.23
9988712287,16-06-2024,337,10.034987,1412,0,909.74844,SEARCH,90,Search_TM_Campaign_01,101.8808
9988712287,17-06-2024,379,7,1506,0,260.76,SEARCH,90,Search_TM_Campaign_01,165.142856
9988712287,18-06-2024,383,3,1567,0,274.13,SEARCH,90,Search_TM_Campaign_01,163.355215
9988712287,19-06-2024,409,8.049091,1702,0,533.2170604,SEARCH,90,Search_TM_Campaign_01,157.044945
9988712287,20-06-2024,393,9,1608,0,2739.91,SEARCH,90,Search_TM_Campaign_01,181.406517
9988712287,21-06-2024,409,13,1717,0,714.84,SEARCH,90,Search_TM_Campaign_01,172.732454
9988712287,22-06-2024,452,6.893341,1957,0,768.2896777,SEARCH,90,Search_TM_Campaign_01,148.256132
9988712287,23-06-2024,438,5.034988,1921,0,348.76856,SEARCH,90,Search_TM_Campaign_01,174.761567
9988712287,24-06-2024,424,1.5,1598,0,91.8,SEARCH,90,Search_TM_Campaign_01,202.995562
9988712287,25-06-2024,444,8.395038,1702,0,788.40456,SEARCH,90,Search_TM_Campaign_01,200.84832
9988712287,26-06-2024,421,5.691066,1700,0,353.1911075,SEARCH,90,Search_TM_Campaign_01,154.803422
9988712287,27-06-2024,441,10.892698,1751,0,729.139938,SEARCH,90,Search_TM_Campaign_01,204.8
9988712287,28-06-2024,437,7.670339,1685,0,502.286218,SEARCH,90,Search_TM_Campaign_01,145.749386
9988712287,29-06-2024,466,12.943117,2029,0,1534.962076,SEARCH,90,Search_TM_Campaign_01,146.03775
9988712287,30-06-2024,503,7.968248,2174,0,1012.668854,SEARCH,90,Search_TM_Campaign_01,197.11551
9988712287,01-07-2024,436,3,1821,0,457.5,SEARCH,90,Search_TM_Campaign_01,215.542822
9988712287,02-07-2024,449,9,1815,0,587.5,SEARCH,90,Search_TM_Campaign_01,210.670436
9988712287,03-07-2024,419,6.845797,1784,0,595.6930112,SEARCH,90,Search_TM_Campaign_01,172.382814
9988712287,04-07-2024,411,5,1730,0,151.55,SEARCH,90,Search_TM_Campaign_01,156.344799
9988712287,05-07-2024,495,11,2047,0,1279.85,SEARCH,90,Search_TM_Campaign_01,221.54
9988712287,06-07-2024,474,5.011511,2076,0,493.258442,SEARCH,90,Search_TM_Campaign_01,213.436708
9988712287,07-07-2024,535,8.589631,2181,0,445.000784,SEARCH,90,Search_TM_Campaign_01,221.613807
9988712287,08-07-2024,682,38.950052,2198,0,2953.150052,SEARCH,90,Search_TM_Campaign_01,318.518298
9988712287,09-07-2024,536,6.040228,2005,0,188.165472,SEARCH,90,Search_TM_Campaign_01,225.696897
9988712287,10-07-2024,529,13.237201,2025,0,919.2366679,SEARCH,90,Search_TM_Campaign_01,266.300782
9988712287,11-07-2024,495,12.459772,2078,0,708.034528,SEARCH,90,Search_TM_Campaign_01,253.11292
9988712287,12-07-2024,507,9,2034,0,353.7,SEARCH,90,Search_TM_Campaign_01,272.579989
9988712287,13-07-2024,491,3.037943,2091,0,145.169879,SEARCH,90,Search_TM_Campaign_01,217.351016
9988712287,14-07-2024,474,7.214334,1982,0,1108.272872,SEARCH,90,Search_TM_Campaign_01,255.507599
9988712287,15-07-2024,462,10.263681,1975,0,560.139265,SEARCH,90,Search_TM_Campaign_01,224.294516
9988712287,16-07-2024,427,11.110531,1874,0,797.599435,SEARCH,90,Search_TM_Campaign_01,234.09
9988712287,17-07-2024,447,15,1917,0,1242.1,SEARCH,90,Search_TM_Campaign_01,258.36
9988712287,18-07-2024,426,11.622571,1676,0,653.58728,SEARCH,90,Search_TM_Campaign_01,222.66
9988712287,19-07-2024,377,7.691734,1501,0,497.2254892,SEARCH,90,Search_TM_Campaign_01,167.37
9988712287,20-07-2024,420,7,1797,0,532.2,SEARCH,90,Search_TM_Campaign_01,141.91
9988712287,21-07-2024,375,5.028636,1571,0,334.063812,SEARCH,90,Search_TM_Campaign_01,152.06
9988712287,22-07-2024,295,7.5,1151,0,1108,SEARCH,90,Search_TM_Campaign_01,121.81
9988712287,23-07-2024,330,6,1136,0,543.1,SEARCH,90,Search_TM_Campaign_01,129.28
9988712287,24-07-2024,372,10.02245,1411,0,947.7593,SEARCH,90,Search_TM_Campaign_01,150.13
9988712287,25-07-2024,329,5.009058,1460,0,145.13661,SEARCH,90,Search_TM_Campaign_01,120.27
9988712287,26-07-2024,353,5.013116,1451,0,430.07999,SEARCH,90,Search_TM_Campaign_01,139.95
9988712287,27-07-2024,327,3.001081,1432,0,227.7567,SEARCH,90,Search_TM_Campaign_01,103.63
9988712287,28-07-2024,372,3.00291,1486,0,88.08121,SEARCH,90,Search_TM_Campaign_01,104.59
9988712287,29-07-2024,332,7.5,1299,0,402.5,SEARCH,90,Search_TM_Campaign_01,130.3
9988712287,30-07-2024,368,5.509976,1442,0,598.8904,SEARCH,90,Search_TM_Campaign_01,112.76
9988712287,31-07-2024,343,13.019621,1317,0,1226.16023,SEARCH,90,Search_TM_Campaign_01,105.02
9988712287,01-08-2024,300,4.552693,1359,0,462.80757,SEARCH,90,Search_TM_Campaign_01,107.47
9988712287,02-08-2024,344,3.607371,1471,0,650.832667,SEARCH,90,Search_TM_Campaign_01,138.132668
9988712287,03-08-2024,356,3.957063,1432,0,445.43747,SEARCH,90,Search_TM_Campaign_01,129.432796
9988712287,04-08-2024,346,5.008209,1808,0,498.599257,SEARCH,90,Search_TM_Campaign_01,125.820475
9988712287,05-08-2024,349,7.620259,2464,0,1154.867252,SEARCH,90,Search_TM_Campaign_01,145.148695
9988712287,06-08-2024,298,5.46405,1419,0,201.224709,SEARCH,90,Search_TM_Campaign_01,132.05
9988712287,07-08-2024,310,2.454953,1142,0,232.260159,SEARCH,90,Search_TM_Campaign_01,116.632923
9988712287,08-08-2024,330,6.000681,1061,0,284.67025,SEARCH,90,Search_TM_Campaign_01,138.309986
9988712287,09-08-2024,341,16,1184,0,1226,SEARCH,90,Search_TM_Campaign_01,125.706474
9988712287,10-08-2024,276,6.036241,1104,0,445.2762942,SEARCH,90,Search_TM_Campaign_01,117.999579
9988712287,11-08-2024,280,7.00568,993,0,2442.342,SEARCH,90,Search_TM_Campaign_01,109.752293
9988712287,12-08-2024,194,4,483,0,270,SEARCH,90,Search_TM_Campaign_01,61.242118
9988712287,13-08-2024,126,4,299,0,189.7,SEARCH,90,Search_TM_Campaign_01,38.754054
9988712287,14-08-2024,162,7,396,0,1166.5,SEARCH,90,Search_TM_Campaign_01,53.630135
9988712287,15-08-2024,171,2,422,0,425,SEARCH,90,Search_TM_Campaign_01,64.962003
9988712287,16-08-2024,185,1,519,0,43.2,SEARCH,90,Search_TM_Campaign_01,60.212362
9988712287,17-08-2024,251,4,588,0,272.6,SEARCH,90,Search_TM_Campaign_01,77.558801
9988712287,18-08-2024,258,5,636,0,180,SEARCH,90,Search_TM_Campaign_01,77.298681
9988712287,19-08-2024,234,3,603,0,251.5,SEARCH,90,Search_TM_Campaign_01,80.415851
9988712287,20-08-2024,193,3,559,0,503.2,SEARCH,90,Search_TM_Campaign_01,57.103774
9988712287,21-08-2024,195,5,536,0,301,SEARCH,90,Search_TM_Campaign_01,61.820837
9988712287,22-08-2024,204,5,522,0,633,SEARCH,90,Search_TM_Campaign_01,62.363332
9988712287,23-08-2024,219,5,620,0,196.4,SEARCH,90,Search_TM_Campaign_01,59.379093
9988712287,24-08-2024,218,10,679,0,791.6,SEARCH,90,Search_TM_Campaign_01,55.206697
9988712287,25-08-2024,267,5,725,0,361.6,SEARCH,90,Search_TM_Campaign_01,75.53103
9988712287,26-08-2024,197,1.004354,566,0,48.039186,SEARCH,90,Search_TM_Campaign_01,54.933363
9988712287,27-08-2024,220,3,636,0,101,SEARCH,90,Search_TM_Campaign_01,65.54988
9988712287,28-08-2024,254,8.523203,672,0,420.315226,SEARCH,90,Search_TM_Campaign_01,73.812131
9988712287,29-08-2024,292,5.504919,768,0,233.715052,SEARCH,90,Search_TM_Campaign_01,98.612461
9988712287,30-08-2024,301,13.665107,817,0,1151.3214,SEARCH,90,Search_TM_Campaign_01,93.319113
9988712287,31-08-2024,343,11,975,0,1212,SEARCH,90,Search_TM_Campaign_01,86.868143
9988712287,01-09-2024,333,5,942,0,372.4,SEARCH,90,Search_TM_Campaign_01,97.105119
9988712287,02-09-2024,364,7.343014,941,0,540.257397,SEARCH,90,Search_TM_Campaign_01,121.581691
9988712287,03-09-2024,292,7.507209,760,0,1215.071532,SEARCH,90,Search_TM_Campaign_01,103.925507
9988712287,04-09-2024,289,7,725,0,356.19,SEARCH,90,Search_TM_Campaign_01,133.239348
9988712287,05-09-2024,300,3.008071,777,0,303.943905,SEARCH,90,Search_TM_Campaign_01,108.267795
9988712287,06-09-2024,298,9.171714,797,0,1338.150711,SEARCH,90,Search_TM_Campaign_01,108.16605
9988712287,07-09-2024,360,9,995,0,1011.3,SEARCH,90,Search_TM_Campaign_01,107.5538
9988712287,08-09-2024,376,10,995,0,930.8,SEARCH,90,Search_TM_Campaign_01,118.229731
9988712287,09-09-2024,300,8.014036,805,0,424.7308491,SEARCH,90,Search_TM_Campaign_01,115.782963
9988712287,10-09-2024,369,13.51615,859,0,1645.379318,SEARCH,90,Search_TM_Campaign_01,140.68969
9988712287,11-09-2024,349,13.002924,855,0,1385.563158,SEARCH,90,Search_TM_Campaign_01,154.77725
9988712287,12-09-2024,515,33.694207,1052,0,3213.964696,SEARCH,90,Search_TM_Campaign_01,229.973971
9988712287,13-09-2024,433,19.325568,1104,0,2474.647851,SEARCH,90,Search_TM_Campaign_01,184.276086
9988712287,14-09-2024,474,15.225385,1241,0,1709.05559,SEARCH,90,Search_TM_Campaign_01,184.03132
